analysis_sample_rate,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,song_hotttnesss,song_id,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,track_7digitalid,track_id,year
"22050","1448","0.817256292502","0.735208877747","ARH861H1187B9B799E","nan","Kingsland, AR","nan","d43d12a1-2dc9-4257-a2fd-0a3bb1081b86","Johnny Cash","4281","1db4d0f87ddbf33be31267e2262956fe","0.0","112.95302","0.0","0.0","4","0.086","-7.087","1","0.302","The Legend","785786","0.326478237503","SOHHGUG12A6D4F4E77","105.03","118.041","4","0.945","I Got Stripes (Live)","8694623","TRACJKR12903D02C75","2006"
"22050","230367","0.625186797468","0.388800312915","ARE17W51187FB5381B","51.50632","London","-0.12714","3ab20833-bea6-4972-9e83-14599e3666a1","Rui Da Silva","-1","d53cba232c3806795a55274bd4917246","0.0","448.62649","0.085","0.0","1","0.399","-12.161","1","0.261","Praying Mantis","713491","nan","SONUTGA12AB0187F44","438.433","123.007","4","0.045","The Contracting Perception Of Consciousness","7915175","TRACJOQ12903CBBB64","0"
"22050","403537","0.493891152979","0.35549595658","ARM63WJ1187B9951EA","nan","","nan","a58d6509-7716-4b2f-a145-c642144bbd76","Autumnblaze","-1","92c8a70a68a6897c99ba2f8f85debd16","0.0","286.24934","0.0","0.0","9","0.509","-9.033","0","0.457","DämmerElbenTragödie","549533","0.407901717218","SOZNBMX12AB0182AD1","279.319","119.428","4","0.695","Her Golden Robe In Silence Veiled","6073670","TRACJPW128F932CA4C","1999"
"22050","9253","0.553104832921","0.360350447854","AR6TD9K1187B9A207D","35.00459","Cotton Plant, AR","-91.25019","f5625c87-5a62-4b3b-a375-fe08a71acddc","Sister Rosetta Tharpe","21155","adea663d8e5c02b8e0a49790148b80dc","0.0","156.42077","0.908","0.0","5","0.132","-11.459","0","0.21","Complete / Intégrale Vol. 5 (1953-1957)","376512","nan","SOGNFKZ12A8C145224","150.291","89.995","5","1.0","Two Little Fishes_ Five Loaves Of Bread","4188442","TRACJVF128F92D2DB3","0"
"22050","527702","0.461286162289","0.0","ARHWRBR119B8669309","nan","","nan","6d2e94ff-76f7-45f7-a7ce-9fe724952b8b","Hatesex","-1","6b456eefe4147c67e6542d305385bf64","0.0","307.87873","0.0","0.0","0","0.737","-8.506","1","0.625","Unwant","709759","nan","SOBIPBF12AB0184B0C","287.405","180.129","3","1.0","The Greed Of Our Stare","7870634","TRACJVT12903CB0F49","0"
"22050","31395","0.73239386307","0.496224348644","ARBQPXY1187B98D67B","25.89958","Brownsville, TX","-97.49553","cb1ca13a-4821-4e66-aff0-0fd6b3dc9a81","Kris Kristofferson","3139","f9f7c58b5318c5a60e1a66a1d0ecb3df","0.0","194.37669","0.0","0.0","2","0.582","-11.663","1","0.679","Original Album Classics","668413","0.360370582712","SOIRIWN12AB0183AE7","186.746","74.809","4","0.0","Same Old Song","7410905","TRACJWY12903CB7DBF","1974"
"22050","1380","0.761362238446","0.467110648585","AR56P361187B9AC4DB","54.5958","Belfast, Northern Ireland","-5.93494","a8806b5c-3ee0-4277-94d3-1a5427a7707c","Gary Moore","2590","9f4044b57e0466e904db102ff6bce499","0.0","198.79138","4.917","0.0","7","0.0","-11.105","1","0.125","Rockin' Every Night (Gary Moore Live In Japan)","22901","0.270775998946","SORFAAB12A6D4F7EAC","195.158","100.081","4","0.318","Rockin' Every Night (Live)","238474","TRACKAK128F1458461","2005"
"22050","216","0.831240276991","0.725746081852","AR0S7TA1187FB4D024","nan","","nan","b202beb7-99bd-47e7-8b72-195c8d72ebdd","Christina Aguilera","331","32a523a378ad8242d7bab2ee5453922c","0.0","347.84608","0.0","0.0","4","0.3","-6.774","0","0.428","Christina Aguilera/Stripped","279403","0.680334934556","SOSJQKV12A8AE46270","347.846","152.214","3","1.0","Walk Away","3111636","TRACKAP128F425B741","2002"
"22050","18003","0.580481347942","0.412610819232","ARYVLXY1187FB373B0","50.82056","Ixelles, Belgium","4.37967","f08c24b5-3374-42b2-a255-f27345cbd002","Maurane / Lara Fabian","-1","ccee36c01ff620f33654f7ed3ad72df4","0.0","198.86975","5.01","0.0","0","0.588","-13.637","0","1.0","Quand L'Humain Danse","403572","0.225768115964","SOIUCMV12AB017DEDB","177.389","107.087","4","0.961","Mais La Vie","4484109","TRACKKI128F930CA83","2003"
"22050","168536","0.404823303308","0.288050285376","AR7LIU31187B98EF11","nan","","nan","c7b612cb-384a-45a2-9948-c35edfdbbc4a","Rita Chiarelli","167218","b6c3c3dc8efb84e7eac7745cde42aafe","0.0","237.7922","0.403","0.0","5","0.39","-9.517","1","0.392","No-One to Blame","239126","0.0","SODGUVC12A8C142EBA","229.222","90.282","3","0.685","Doggin' Around","2998421","TRACKML128F428C905","2004"
"22050","7855","0.55887829209","0.388939765813","ARTTFAQ1187B98E4FA","nan","","nan","97657a5d-537a-431d-acd6-523cba7c0c8a","Kiprich","-1","919cdad7614888de2e22f1a472a7314d","0.0","208.3522","0.0","0.0","5","0.39","-9.693","0","0.52","Chiney Flava Riddim","809828","nan","SOMQZOX12AB01896D6","202.995","183.827","4","0.708","Dem a Talk","8955173","TRACKNZ12903CCE63A","0"
"22050","356556","0.337576041247","0.0","AR5RA3W1187B9B4A22","nan","","nan","c2a1a86c-1219-4a03-b34b-e4db2506bcb0","Pepe Kalle","-1","4512f8495db6bc5c1697fb73df269083","0.0","366.13179","0.128","0.0","7","0.63","-9.381","1","0.636","Larger Than Life","609331","nan","SOYYXTC12A8C143393","351.864","140.316","4","0.656","Roger Milla (Stadium Mix)","6771291","TRACKRY128F92EE3C9","0"
"22050","13234","0.494282101888","0.383818661688","ARIP54S1187FB53259","nan","","nan","fce05c7c-af64-4a28-b8e3-da0a5e9c5839","Jaime Urrutia","-1","1d0b546aea99c97a3d11bdfd49e9882e","0.0","233.50812","0.0","0.0","2","0.745","-2.999","1","0.562","En Joy","212126","nan","SOHEJGY12A8C13A71E","220.317","102.165","4","0.649","La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07)","2308451","TRACKVM128F4275B6E","0"
"22050","21831","0.48200699857","0.415897128457","ARJA5XT1187B9B89AA","nan","","nan","38fe7fb3-2bde-4672-8016-2ba6f7d1808f","David Tao","73275","cf80a3fab4a29511796560ce9c9e5300","0.0","242.59873","0.299","0.0","8","0.509","-11.484","1","0.548","David Tao","163281","nan","SOBJUNO12A8C13D478","236.716","151.882","4","0.963","Everything's Gone","1731756","TRACKVZ128F4285793","0"
"22050","111253","0.773271847746","0.429689629234","AREY3RN1187B993C5F","29.95369","New Orleans, LA","-90.07771","eb7c29b4-6951-4ac6-8516-4374fb51e6bc","Goatwhore","38302","ad73b308fdd288858aefe2699a1a916e","0.0","225.64526","0.0","0.0","10","0.224","-4.442","0","0.501","A Haunting Curse","560084","0.514753324338","SOHEYVW12A8C131DAF","219.173","110.994","4","0.0","Forever Consumed Oblivion","6200142","TRACKWV128F934B6B0","2006"
"22050","1688","0.477180008752","0.327954754153","ARB06Z71187B99049A","nan","","nan","c736201c-546d-469f-8475-4415db60aad0","Séamus Egan","22407","c2c343d6e61a8de464c00961c767dc3e","0.0","276.16608","0.287","0.0","2","0.588","-11.404","1","0.623","In Your Ear","668028","nan","SOYJCVS12AB01869B2","267.122","201.651","1","0.0","McDermott's / Boys of Blue Hill","7406634","TRACKXA12903CB6D40","0"
"22050","21164","0.54722814783","0.364787348408","ARPLE851187B9B2B7C","nan","","nan","65f80dd0-19de-4ce7-ba11-5456139efa52","Superchumbo","92757","d99f68a88aceada69ce788249c43de1a","0.0","673.2273","0.0","0.0","6","0.06","-7.634","0","0.331","Irresistible!","245264","0.0","SOHPWKA12A8C13864B","652.243","127.992","4","0.703","Irresistible! (Maurel & Fauvrelle LESS Mix)","2741414","TRACLCX128F4251463","0"
"22050","161566","0.46897686544","0.385124119473","ARNNBW81187FB55594","52.94922","nottingham","-1.14392","b29c45fe-3e06-4736-9053-1cbe93f61691","We Show Up On Radar","-1","798891b561f177b3fb9d3aeaa3a4fc03","0.0","124.47302","2.281","0.0","5","0.489","-11.255","0","0.441","Growing A Girl EP","214256","nan","SOVXYYO12A8C13B254","114.875","79.226","4","0.241","Red Balloon","2329907","TRACLDC128F427ADC7","0"
"22050","4981","0.490688788329","0.326430852788","ARQGNEN1187FB4494C","nan","","nan","aa179aa4-5bfc-4814-b113-a6476fe26cbc","Gabinete Caligari","-1","09a927f8482cf246d11a7a462fae3129","0.0","304.32608","4.737","0.0","7","0.231","-12.436","1","0.371","4 Rosas Y Que Dios Reparta Suerte","135559","0.266955186276","SOFOOEV12A8AE44CA3","296.832","109.051","4","0.489","El Arte De Amar","1406152","TRACLDF128F423C337","1989"
"22050","132144","0.594047504025","0.471362049887","AR69GPS1187B99E556","44.00118","New Hampshire","-71.6342","abfbd5c8-c763-45e0-b321-14f6268c8410","SUMO","50043","d1ec657d7f4c660c05cc1e3d27a1ca97","0.0","215.11791","0.119","0.0","11","0.736","-5.945","1","0.572","Sí o Sí - Diario del Rock Argentino - Sumo","512216","nan","SOBHIVO12AB0182476","211.569","101.742","4","0.0","Pinini Reggae","5683233","TRACLHC128F9343C39","1989"
"22050","49853","0.638278211291","0.482432242488","AR9YS621187FB5AC07","nan","","nan","408b2bc3-aa7c-4de9-b6d4-e1263a011b4d","The Clark Sisters","32401","c43b98b23d3c47485255eef7395ef122","0.0","329.74322","0.202","0.0","10","0.448","-12.935","1","0.357","Conqueror","521363","nan","SOWXWOS12A8C143605","312.692","101.988","4","0.483","I Won't Let You Go Till You Bless My Soul (Album Version)","5764582","TRACLLH128F92E1F2F","0"
"22050","2090","0.6357570221","0.37943697224","AR0X3JJ1187FB3A9A7","nan","McLellan, FL","nan","c8d0d74b-80eb-4746-8cea-f5df78b4b90c","Hank Locklin","16411","d4ae0ef7517ad72c406ed530e14146c1","0.0","149.2371","0.0","0.0","2","0.662","-15.995","1","0.611","A Year Of Time","320414","nan","SORKSWH12A8C1452B4","144.446","106.941","3","0.68","Rio Grande Waltz","3611065","TRACLMN128F92D2B6E","0"
"22050","34985","0.611788253947","0.336726841409","AR202MX1187B9B0383","nan","","nan","4910c255-cd1c-4f3e-a2c1-6e419b162220","Tanto Metro & Devonte","17301","e473fde626e6957af46f39e0268af3f0","0.0","207.33342","0.189","0.0","1","0.657","-8.41","1","0.399","Riddim Driven - Adrenaline","704088","0.334706549069","SOYALFX12A8C143637","201.781","195.976","5","1.0","Honey I Sugar Pie","7809089","TRACLMT12903CA1F5C","2003"
"22050","106079","0.553637086196","0.360200447869","AR2CM6U1187B999EB7","52.51607","Berlin, Germany","13.37698","d145a57e-7afb-4793-8cc4-2fad292374ef","Basic Channel","-1","eb5827f0d2cb2e962605b22d28908bb1","0.0","793.62567","0.125","0.0","11","0.005","-12.593","1","0.095","Phylyps Trak II","219550","0.50915722819","SOCMHBT12A8C13D634","773.648","127.923","4","0.0","Phylyps Trak II/II","2394975","TRACLPE128F4287687","1994"
"22050","20804","0.606118645697","0.409196035655","ARM5JLS1187FB3615B","34.27611","Itawamba County, MS","-88.35068","26fe36eb-fd75-4799-bf0f-fa502a7bcfe8","Tammy Wynette","2973","d8ddf391985b2e0b6d2a4dfd1ab62a74","0.0","159.60771","0.224","0.0","9","0.781","-13.592","1","0.748","Country 100","598098","nan","SOLHVZC12A8C14307F","152.816","105.202","4","0.0","Stand By Your Man","6639942","TRACLRS12903CE9386","1968"
"22050","560","0.82243282937","0.531303318565","ARASYMJ1187B9ACAF2","51.50632","London, England","-0.12714","5dedf5cf-a598-4408-9556-3bf3f149f3ba","Whitesnake","-1","c190cf947380b334e606b658bbc83a9c","0.0","209.99791","0.976","0.0","7","0.64","-6.186","1","0.446","Saints And Sinners","66818","0.66846625787","SOGEBZO12A67ADF488","200.899","145.689","5","0.286","Young Blood (2007 Digital Remaster)","698012","TRACLRV128EF33FAB8","0"
"22050","2179","0.586304844629","0.414578836544","AR3DYAD1187FB3964E","36.20201","Luttrell, TN","-83.74416","5810667a-9db6-4fd0-abac-667cdac5d415","Chet Atkins","10168","84330e35c4a6bf91525586ee90e6440a","0.0","173.68771","0.165","0.0","5","0.813","-11.851","1","0.708","The Early Years_ CD C: 1952-1954","127491","nan","SOHGYDF12A6D4FCD5E","166.69","98.117","1","0.109","Get Up & Go","1317270","TRACLUJ128F422DDA1","0"
"22050","10627","0.359129965901","0.274197771089","ARODP5P1187FB40142","nan","","nan","0ef41d78-6a69-44fa-b355-23581a88990a","Eddie Cano","47311","49b5ff2c7cb6f62c18ae6e3dcc1bb73b","0.0","225.17506","0.0","0.0","0","0.805","-16.05","1","0.513","Eddie Cano at PJ's","513031","nan","SOYNESO12AB018782B","219.986","165.263","4","0.535","The Trolley Song (Live Album Version)","5679337","TRACLUV128F9342D02","0"
"22050","35016","0.609814360368","0.409762630954","AR1WU211187FB57E2B","39.09551","Colfax, CA","-120.95071","7bf257bf-19a8-4205-8ae8-98511e50b719","Terry Riley","15841","44cbcd5640caf7af2b045513b9c81413","0.0","142.41914","8.806","0.0","2","0.036","-37.065","1","0.211","Atlantis Nath","409139","nan","SOHBOWM12AB018446A","132.418","128.135","4","0.65","Acension Final Chord Rising","4551534","TRACLXN128F931A74C","2002"
"22050","172558","0.370429861995","0.266269757193","ARENLSD1241B9C71B9","nan","","nan","","Mack and Jamie","-1","b229265784e312012424498f13eeb7f4","0.0","66.42893","0.0","0.0","8","0.14","-15.755","1","0.356","Extreme Channel Surfing","225374","nan","SOWBRZR12A58A7B5D2","63.478","186.13","4","0.451","Slimy Little Troll","2465515","TRACMAD128F429742B","0"
"22050","54273","0.847754656073","0.494206855302","ARJBWQI1187B9B17D1","nan","Orlando, FL","nan","1f5ff245-2837-4d4a-a609-e93e544478c3","Trivium","5414","bb9787fea878895147b476ae432e4cc6","0.0","321.17506","0.125","0.0","4","0.597","-3.973","0","0.497","Shogun","317615","0.474054830931","SOIWZZD12A8C14505C","313.295","100.604","4","0.448","Upon The Shores [Explicit]","3588127","TRACMCG128F92CE225","2008"
"22050","299424","0.496224084847","0.347249716725","ARE08BN1187B98FCA3","nan","","nan","9b048a76-b812-431e-8540-79a62bda5727","Der Plan","-1","077d88ee616d9b554ffbdfed227f0a56","0.0","26.67057","0.0","0.0","6","0.16","-18.169","1","0.514","Die Letzte Rache (+Bonus)","711509","nan","SOTJODQ12AB018561C","26.671","35.898","4","0.0","De Kommissar 1","7891679","TRACMCM12903CB60DA","0"
"22050","8251","0.784143964796","0.553168863584","ARZJ4MI1187B9AF5AF","nan","Orange County, CA","nan","5e5480be-eded-44ad-9c45-f6136ec2f5db","Reel Big Fish","1323","4d325981ce8d839b5942bc81a88ea804","0.0","153.67791","0.113","0.0","2","0.46","-4.188","1","0.502","Monkeys For Nothin' And The Chimps For Free","112284","nan","SODWSGW12A58A7D4B8","150.285","159.723","4","0.453","Why Do All Girls Think They're Fat (Album)","1159870","TRACMFN128F4298DBE","2007"
"22050","61219","0.710203377403","0.514849879573","ARUWB5W1187B98D7A1","nan","Helsinki, Finland","nan","6e64cbfa-1a60-450e-81f4-c044c868ab24","Ensiferum","-1","42aa3aaf044cb64dfa51d92c7cc3a92c","0.0","218.61832","0.0","0.0","9","0.336","-2.599","0","0.323","Ensiferum","411428","0.691042545586","SOZSSJQ12AB01852D1","215.208","200.061","4","0.423","Hero In A Dream","4573890","TRACMHD128F931FB14","1999"
"22050","36258","0.249169263058","0.0","ARVNIVQ1250941026F","nan","","nan","","Dylan Kuo","-1","355b6856422c72fc615111727cd7ebed","0.0","230.29506","0.289","0.0","1","0.515","-5.614","0","0.237","Not Anymore","48593","nan","SOBHDHC12A6D4FA2A4","221.304","100.173","4","0.531","Ji Xiang Yan Chu","520012","TRACMHS128F148F509","0"
"22050","4411","0.641197514984","0.44865347113","AR4TLW81187B99683D","nan","Syracuse, NY","nan","0685ac4a-5cfc-408a-b391-903ea20e00bf","Martin Sexton","53504","14e74244c8c38234af325b968d97b27e","0.0","352.88771","0.0","0.0","2","0.5","-8.733","1","0.542","Live Wide Open","519688","0.304169503435","SOKQYBC12AB0183C87","341.827","133.391","4","0.806","Ice Cream Man","5749568","TRACMIU128F935381D","2001"
"22050","1633","0.626803106327","0.405234690787","ARJ9DSA1187B990E00","nan","","nan","4756395c-57ed-4a63-afb2-01117f14dff6","John Mayall & The Bluesbreakers","19569","2d4b171a57861667fc9ae4b788fcef53","0.0","142.602","2.02","0.0","8","0.416","-4.62","0","0.382","Plays John Mayall (Live At Klooks Kleek)","45795","nan","SOKWXEW12A6D4F7F9E","142.602","166.238","1","0.0","Crawling Up A Hill - version 2 - mono_ live","488720","TRACMIV128F14898A3","0"
"22050","1650","0.549282907459","0.347547580526","ARQCHDN1187FB4C7C2","-22.97673","Rio de Janeiro, Brazil","-43.19508","f926459e-1bd2-42a6-a174-8994ad950591","Luiz Bonfa","45970","58a7c2f17645ed3ad732e623e63e2012","0.0","305.65832","0.125","0.0","4","0.576","-18.713","0","0.449","Solo in Rio 1959","559294","0.355285536423","SOJDTBL12AB0188BF6","297.802","105.813","4","0.141","A Brazilian in New York","6191094","TRACMJP128F9349362","0"
"22050","188694","0.564710159052","0.415937640828","ARYZV2X1187B997BE7","nan","California - LA","nan","b6f93b66-30e7-4b9b-a70b-4fb82f8cb24c","Chris Standring","-1","39ae918f980d4c2bd442f8fef1757316","0.0","257.59302","0.194","0.0","9","0.694","-9.449","0","0.797","Soul Express","531919","0.494489517502","SOPOTLV12AB017C1F7","246.886","97.959","4","0.0","Mumbo Jumbo (jazz)","5878396","TRACMJZ128F92FD86B","2006"
"22050","97452","0.282167577653","0.293010712379","ARMW8O71187B98CD90","nan","","nan","049f3e13-75f1-4454-8fd2-3605936ab794","Angélla Christie","27938","9508806cdf7502f1176c62a9e7e8c4d8","0.0","348.36853","0.125","0.0","5","0.497","-8.665","0","0.46","Eternity","578604","0.204882717742","SONOQCH12A6D4FE0EE","331.993","111.465","4","0.521","Walk With Me","6404908","TRACMKA12903CB078D","0"
"22050","217605","0.439789946826","0.270025244802","ARIULTJ1187B9A2017","nan","","nan","67ee5be4-9384-4408-8e27-679b7bb040cb","Neviss","94752","b0949ea2ac252292a2e39cf5bcbe53f3","0.0","53.39383","2.723","0.0","1","0.133","-31.412","1","0.541","Backseat Travelling","272685","nan","SOGVRQG12A58A7E69B","47.119","160.409","7","0.664","Epilog","3040248","TRACMLI128F424C865","2003"
"22050","1283","0.833967972053","0.576903815588","ARE8GLF1187FB52532","nan","","nan","8bfac288-ccc5-448d-9573-c33ea2aa5c30","Red Hot Chili Peppers","1320","4a3406e9c843e671b4364d93ae27fd62","0.0","198.05995","0.0","0.0","4","0.455","-1.479","0","0.372","Californication","30956","nan","SOPNFTX12A67020455","198.06","76.986","3","0.92","Get On Top (Album Version)","336021","TRACMMG128F146D705","1999"
"22050","48515","0.468250911498","0.410841587241","ARSWXNX1187FB3D04E","-37.0907","Argentina","-63.58481","d30615cd-2e8f-4169-a879-fffa8b17f362","Chango Spasiuk","80185","17fbd8df29e28d3fa0b856a9339965f3","0.0","131.57832","0.183","0.0","9","0.15","-13.763","1","0.268","15 Grandes Éxitos","272334","0.0","SOAONEP12A58A7D2B3","122.77","194.156","4","0.0","De Bombacha Y Alpargatas","3035847","TRACMOL128F424B776","0"
"22050","8583","0.574300068277","0.375593582585","ARTDUXM1187B9899ED","32.33112","Edwards, MS","-90.60536","c71b4f57-29da-4bf2-bccb-9dc81cd2d905","Charley Patton","17678","ec395991829475e78a540fd1e151c11f","0.0","196.62322","0.171","0.0","10","0.346","-15.164","1","0.343","Essential Delta Blues","688952","nan","SOFLCWE12AC468C2B2","190.572","107.877","1","0.0","Moon Going Down","7647278","TRACMPZ12903CF150B","1930"
"22050","9907","0.578704330746","0.369883827949","ARTJPHB1187B9968E5","nan","","nan","6fca7e3e-d00c-45f0-aa94-c2992f637353","The Race","-1","8af360f88d5b2abee47bb509052528df","0.0","225.17506","0.0","0.0","11","0.39","-5.298","0","0.516","Raising Children/Go Figure","13904","nan","SOEJFMF12A670209F0","214.192","118.043","4","0.78","Raising Children","144389","TRACMSI128E078E15F","2006"
"22050","23909","0.598636433949","0.232825060871","ARNNHLN1187FB42912","29.07904","Hermosillo Sonora, Mexico","-110.94695","4eccbfad-11fc-4d5b-9e74-e3f1f0b422a6","Yahir","-1","455512dfd976b5e0b495b051589b8a4b","0.0","216.81587","2.432","0.0","0","0.578","-5.737","1","0.534","Con el alma entre las manos","75789","0.0","SONKDJU12A67FFB313","206.187","131.938","4","0.31","No seamos tontos","717392","TRACMTI128EF342A56","0"
"22050","328794","0.291433259678","0.319801989487","AR502DZ1187B98F8E1","nan","","nan","bc73bbad-ebd9-45c0-8581-260304b9c008","Brian Dullaghan","-1","b35d54a318b57343437fc8e4a335af14","0.0","110.44526","0.531","0.0","2","1.0","-21.412","1","0.897","Have Fun Learning - 14 Sing Along & Learn Along Songs","443438","nan","SOJTSAW12A58A7B6C2","110.445","92.29","3","1.0","My First Day At School","4923910","TRACMTN128F92FB689","0"
"22050","17075","0.412473042373","0.306976307226","AR9F71I1187FB46CAF","nan","","nan","63da067e-d1ba-4e39-a1ac-ef09594993c4","Gordon MacRae","149144","87da1b9752b771f4a64c7076682b835b","0.0","179.59138","2.519","0.0","3","0.125","-16.215","1","0.24","Stars Of The Summer Night","301417","nan","SOWTBIV12A8C13B607","173.662","77.929","5","0.94","Do You Ever Think Of Me","3391759","TRACMVZ128F429AE0E","0"
"22050","4738","0.482148324971","0.344198187483","ARFCOGY1187FB454B4","nan","Detroit, MI","nan","29e51d5b-33e6-4646-be96-245c77a49d36","The Winans","-1","43cb2103e61f0e179ca5739830f68aa6","0.0","319.60771","0.363","0.0","8","0.346","-13.792","1","0.426","Carry me Home - The Power Of Gospel","572666","0.572920147947","SOHPFNX12AB018A5FE","309.098","102.328","4","0.906","Everything You Touch Is a Song","6346454","TRACMXG12903CA2541","0"
"22050","15464","0.334542783657","0.0490343808485","AROIHOI122988FEB8E","nan","","nan","","Mario Rosenstock","-1","d6bcecb31e48032d397ee92b62606c3b","0.0","319.63383","0.429","0.0","10","0.111","-5.849","1","0.012","Gift 2","281000","nan","SODKPPT12A8AE46A99","314.63","79.09","3","0.674","De Tree Little Pigs","3125790","TRACMYR128F425EE37","0"
"22050","20480","0.650726924441","0.423825663345","ARM0RY81187B9AF248","34.05349","Los Angeles, CA","-118.24532","db403e3d-4753-45d6-8fcb-94db03e882e1","Jerry Goldsmith","7438","4051e6a44656c5e10520ac89ea18e8e1","0.0","281.28608","0.47","0.0","1","0.146","-18.719","1","0.6","Rambo - First Blood","189516","nan","SOBRVRZ12A8C132DE5","268.469","77.306","5","0.263","First Blood","2057842","TRACMZA128F423DD3E","1985"
"22050","4996","0.779838091767","0.568350503202","ARBEBBY1187B9B43DB","nan","Gainesville, FL","nan","5ca3f318-d028-4151-ac73-78e2b2d6cdcc","Tom Petty And The Heartbreakers","-1","294e711081992302bd8d9a286c280c12","0.0","274.20689","2.746","0.0","7","0.45","-8.962","0","0.479","Greatest Hits","22353","nan","SOLFDCM12A6D4F7A7C","262.774","168.946","4","1.0","Mary Jane's Last Dance","230674","TRACNAS128F14567C6","0"
"22050","7562","0.433507626379","0.289902931609","ARS1DCR1187B9A4A56","nan","","nan","0159799c-ef7f-4c37-a011-25b6572c0f62","Winston Reedy","-1","c99a6a0d2b1877f105a9104d14e26e68","0.0","235.78077","0.0","0.0","6","0.109","-8.754","0","0.268","Love Thing","244426","nan","SOFLDUO12A8C137BC0","224.165","153.738","4","0.287","Daughter Of Zion","2783617","TRACNBG128F425B49E","1997"
"22050","206019","0.546310423699","0.309919339654","ARXTM8U1187B99F200","nan","","nan","8a2e86ca-2153-4ba1-b2c2-2a525c2bd665","Pablo Montero","7997","7427b5d24e69e356ffbe08211961c691","0.0","199.94077","0.365","0.0","2","0.656","-8.596","1","0.609","Donde Estas Corazon","536523","0.0","SOFKOUI12A58A7F55C","195.808","100.048","4","1.0","Ni Gota De Rencor","5949718","TRACNBU128F930EDBB","0"
"22050","15861","0.541968374734","0.417885348963","ARWJHW61187B98FA8E","-4.03479","Kasai, Zaire","21.75627","07f9fb91-1147-4532-a522-ac36dacd1c72","Papa Wemba","-1","97a47bbe17bf964e5f49182e638df9f2","0.0","278.59546","0.159","0.0","9","0.631","-8.09","0","0.55","M'Zee Fulangenge","680734","nan","SOOQACI12AB0188EC8","271.772","120.411","7","0.393","Maria","7553275","TRACNDP12903CDA658","0"
"22050","39546","0.590692917947","0.452817837697","AR5U94U1187FB5CDCF","nan","","nan","d83e599c-2d5a-44ec-b727-587e1455b1b5","John Hammond","7350","be4bf3d393e8f32478cf7a1ee4231439","0.0","247.32689","0.131","0.0","6","0.183","-8.405","0","0.231","In Your Arms Again","151707","0.253834736132","SOUUCMM12A8C1362C3","237.261","90.666","4","0.0","Come To Find Out","1587312","TRACNJR128F4262E27","2005"
"22050","66586","0.409796620599","0.26634308162","ARA373P1187B9A74C7","nan","","nan","03928095-62f3-455b-af68-443c08279564","Barbarito Diez","51525","981f114a4522b2214c04cc06757a80ae","0.0","157.88363","0.0","0.0","0","0.792","-9.139","0","0.721","Asi Bailaba Cuba Vol. Iv","156542","nan","SOMEHWS12A8C13727B","154.877","116.949","5","0.937","Sublime Ensoñacion","1644409","TRACNNR128F4270A66","0"
"22050","35531","0.571422801587","0.423356106094","ARWI6LR1187FB46E9F","43.57607","Le Cannet, France","7.01815","8581affe-38e6-4659-b81b-6058ff40cf45","Richard Galliano","-1","fa3be68f27558d827e6a7352b0a8654a","0.0","201.09016","0.136","0.0","4","0.136","-16.937","0","0.426","Concerts Inédits: Solo - Duo - Trio","396156","0.0","SOZKGKZ12AB017E527","187.878","79.53","5","0.787","French Touch","4394652","TRACNPT128F92FBE31","1999"
"22050","60156","0.581462730866","0.381345282399","AR609UN1187FB53FA1","nan","","nan","5dd9923a-5575-4b91-8775-1304e6fe8004","Pride Tiger","81748","2aac3bfdb6c0c27de2ea55018e7a7c13","0.0","229.22404","0.159","0.0","8","0.211","-2.397","0","0.286","The Lucky Ones","106108","nan","SONRARH12A8C139DCC","224.514","114.061","7","0.909","56 Days","1099579","TRACNVF128F428EA87","2007"
"22050","15670","0.683388516689","0.46311833993","AR8SRQ31187FB4D477","52.94922","Nottingham, England","-1.14392","73faa89a-ee00-4e40-b68e-80e4891dbc45","Ten Years After","19295","295660b615865af63da7fd654cebbc70","0.0","248.78975","0.0","0.0","5","0.744","-11.814","1","0.59","Live 1990","554077","0.215080318509","SORYSJU12A8C144CFA","248.79","128.598","1","0.0","Victim Of Circumstance","6126017","TRACNXS128F93395BA","1989"
"22050","630","0.648722655977","0.508558252473","ARJ1W5M1187FB458F3","51.50632","London, England","-0.12714","dc73bb40-b697-4df9-a2ec-0555bebdba75","Sweet","2591","80c7bba253715ee1685a27bdee6e54b2","0.0","318.9024","0.34","0.0","4","0.422","-4.99","1","0.423","Sweetlife","570508","nan","SOPZMUP12AB018C070","305.935","84.103","4","0.233","Airheads","6323452","TRACNXU12903C9CDFF","0"
"22050","187997","0.581884358891","0.34700692093","ARWSMC91187B9AD369","51.48126","Cardiff, Wales","-3.18067","eda80ec9-730c-41d2-a2f2-6bf1140126f7","Helen Love","-1","0a2e0febd530d026a07d2a1ef5ca12f8","0.0","145.78893","0.253","0.0","11","0.633","-8.871","1","0.567","Radio Hits 2","594792","0.367273415809","SOFUBUF12AC3DF98FF","139.993","156.074","4","0.126","Bubblegum","6599325","TRACNYM12903CDF543","1997"
